Umsatz-ID;Buchungstag;Valutadatum;Auftraggeber;IBAN;Verwendungszweck;Betrag;Waehrung
NW-2026-08-007358;20.08.2026;20.08.2026;FLEISCHEREI ROSTOCK E.K.;DE93 9153 1860 5842 1930 05;Rechnung August;91,31;EUR
NW-2026-08-007359;20.08.2026;20.08.2026;Claußen Dachdeckerei UG (haftungsbeschränkt);DE72877182717564639031;Ihre Rechnung RE-2026-039321;5.413,58;EUR
NW-2026-08-007360;20.08.2026;21.08.2026;Logistik Cuxhaven;DE48506729064213140303;RE-2026-38674 vom 05.09.2026;2.714,12;EUR
NW-2026-08-007361;20.08.2026;20.08.2026;Krüger Catering KG;DE22 5010 5437 5994 0694 64;Ihre Rechnung RE-2026-030638;53,37;EUR
NW-2026-08-007362;20.08.2026;20.08.2026;Lang Verlag;DE35 3978 9181 0385 8296 75;Ausgleich RE-2026-01054;1.235,12;EUR
NW-2026-08-007363;20.08.2026;20.08.2026;Simon Logistik OHG;DE59 8147 6195 5349 1084 39;Rg re-2026-004219;677,84;EUR
NW-2026-08-007364;20.08.2026;21.08.2026;Pfeiffer Metallbau GmbH;DE56 3239 0298 6190 7738 58;RE2026-018118 Danke;826,40;EUR
NW-2026-08-007365;20.08.2026;20.08.2026;Kuhn Solartechnik OHG;DE81 3655 6023 3935 9866 73;RE 2026 013483 vom 08.04.2026;452,22;EUR
NW-2026-08-007366;20.08.2026;20.08.2026;Voigt & Luedtke KG;;Ausgleich RE-2026-012947;1.180,49;EUR
NW-2026-08-007367;20.08.2026;20.08.2026;Kaiser & Meier Ges.m.b.H.;DE77583374880463919856;Ausgleich RE-2026-038860;14.496,41;EUR
NW-2026-08-007368;20.08.2026;20.08.2026;Fa. Baumann & Schaefer;DE59 3411 1198 4680 7766 40;Rechnung RE-2026-726004;616,72;EUR
NW-2026-08-007369;20.08.2026;20.08.2026;Köhler Bäckerei GbR;DE39269066404764304054;Rechnung RE-2026-021870;1.586,76;EUR
NW-2026-08-007370;20.08.2026;21.08.2026;Becker Solartechnik;DE75 4439 3145 2977 2227 50;RE/2026/026487;144,72;EUR
NW-2026-08-007371;20.08.2026;20.08.2026;BRANDT VERLAG;DE51 5132 0839 8252 1061 32;Rg. vom 02.09.2026;1.233,80;EUR
NW-2026-08-007372;20.08.2026;20.08.2026;Fuchs Tiefbau e.K.;DE58348707291748999765;Ihre Rechnung RE/2026/010707;12.930,86;EUR
NW-2026-08-007373;20.08.2026;20.08.2026;Metallbau Lüneburg OHG;DE68296017322636782733;Rechnung;11.513,87;EUR
NW-2026-08-007374;20.08.2026;20.08.2026;Jansen & Rehder UG (haftungsbeschränkt);;Sammelueberweisung;57,39;EUR
NW-2026-08-007375;20.08.2026;20.08.2026;Franke UG (haftungsbeschränkt);DE40 4205 0761 7118 5808 56;RE-2026-014879 / Skonto geprueft;1.443,91;EUR
NW-2026-08-007376;20.08.2026;20.08.2026;Kartenservice;;Ruecklastschrift;-71,41;EUR
NW-2026-08-007377;20.08.2026;20.08.2026;Lehmann Technik UG (haftungsbeschrankt);;RE-2026-35755 vom 01.07.2026;3.968,31;EUR
NW-2026-08-007378;20.08.2026;20.08.2026;Winter Elektro GmbH;DE34 4902 8294 0540 3163 46;RE 2026 015576 Danke;4.960,65;EUR
NW-2026-08-007379;20.08.2026;20.08.2026;Metallbau Husum AG;;Sammelueberweisung;2.161,57;EUR
NW-2026-08-007380;20.08.2026;20.08.2026;Solartechnik Flensburg GmbH;DE95336568352425229496;Ausgleich RF-2026-008405;149,48;EUR
NW-2026-08-007381;20.08.2026;21.08.2026;Lange Systemhaus OHG;DE62691385852661344839;Rg RE 2026 032555;304,56;EUR
NW-2026-08-007382;20.08.2026;20.08.2026;Hafenservice Oldenburg;DE22907267010850422218;Zahlung RE-2026-028386 Hafenservice;54,92;EUR
NW-2026-08-007383;20.08.2026;20.08.2026;Schwarz Tiefbau e.K.;DE15832998553047606899;Zahlung;10.535,14;EUR
NW-2026-08-007384;20.08.2026;20.08.2026;Pohl & Huber e.K.;DE12372224391280137838;RE/2026/037207 Danke;10.126,99;EUR
NW-2026-08-007385;20.08.2026;20.08.2026;Medizintechnik Rostock UG (haftungsbeschrankt);DE56 6347 7425 9804 4123 60;RE2026-015794 vom 11.07.2026;75,43;EUR
NW-2026-08-007386;20.08.2026;20.08.2026;Schaefer & Ludwig;DE22221645158949367850;RE-2026-030894 Danke;617,19;EUR
NW-2026-08-007387;20.08.2026;20.08.2026;Schreiber Catering KG;DE56825869771241580720;RE 2026 020065 / Skonto geprueft;60,07;EUR
NW-2026-08-007388;20.08.2026;20.08.2026;Nordwind Bank AG;;Entgelt Auslandsueberweisung;-205,80;EUR
NW-2026-08-007389;20.08.2026;20.08.2026;Druck Cuxhaven KG;DE94 6065 4039 9891 3776 07;KD-01622 RE 2026 008423;5.606,80;EUR
NW-2026-08-007390;20.08.2026;20.08.2026;Kühn & Kuhn GbR;DE24874907304760911209;RE2026-038705;885,58;EUR
NW-2026-08-007391;20.08.2026;21.08.2026;Krämer Systemhaus GmbH & Co. KG;DE67192117907997179678;re-2026-000368 vom 10.09.2026;1.141,89;EUR
NW-2026-08-007392;20.08.2026;20.08.2026;FA. KELLER MEDIZINTECHNIK;DE66877866086770592265;RE 2026 033947;52,44;EUR
NW-2026-08-007393;20.08.2026;20.08.2026;Catering Emden GbR;DE94862732859326698252;Rg RE-2026-036841;102,28;EUR
NW-2026-08-007394;20.08.2026;21.08.2026;Kaiser Gebäudereinigung OHG;DE19358121989986650904;RE-2026-4403 Danke;3.600,10;EUR
NW-2026-08-007395;20.08.2026;21.08.2026;Immobilien Rostock AG;DE98657451020287817731;Rechnung RE-2026-003039;242,38;EUR
NW-2026-08-007396;20.08.2026;20.08.2026;GROSSHANDEL WILHELMSHAVEN E.K.;DE28364774291387988728;Ihre Rechnung RE-2026-062080;2.868,25;EUR
NW-2026-08-007397;20.08.2026;20.08.2026;Torben Kuhn;;Rueckzahlung Darlehen;15.652,92;EUR
NW-2026-08-007398;20.08.2026;20.08.2026;BRÜGGEMANN TECHNIK GMBH;DE63541162188038996997;RE/2026/031911 Danke;445,70;EUR
NW-2026-08-007399;20.08.2026;20.08.2026;Fa. Gartenbau Flensburg;;Ihre Rechnung RE-2026-00032;1.277,47;EUR
NW-2026-08-007400;20.08.2026;20.08.2026;Seidel & Jager;DE24 1342 0299 4370 1448 44;RE2026-010269;577,44;EUR
NW-2026-08-007401;20.08.2026;20.08.2026;Catering Hamburg Ges.m.b.H.;DE66983649976566362817;Rechnung RE-2026-032157;151,75;EUR
NW-2026-08-007402;20.08.2026;21.08.2026;Mayer Windkraft UG (haftungsbeschränkt);DE50792485771208905664;RE 2026 020598;66,37;EUR
NW-2026-08-007403;20.08.2026;20.08.2026;Jäger GbR;DE38836509701586214646;Rg RE-2026-033664;1.238,03;EUR
NW-2026-08-007404;20.08.2026;20.08.2026;Spedition Neumünster OHG;DE43457777161663326927;Monatsrechnung;203,18;EUR
NW-2026-08-007405;20.08.2026;20.08.2026;Jung GmbH;DE13 7999 3454 0474 6965 41;re-2026-038618 / Skonto geprueft;60,30;EUR
NW-2026-08-007406;20.08.2026;20.08.2026;Metallbau Wilhelmshaven AG;DE69541465212091548550;Rechnungen Juli/August;183,58;EUR
NW-2026-08-007407;20.08.2026;21.08.2026;Kühn Bäckerei KG;DE38 4276 7527 2535 7544 21;Zahlung RE-2026-34034;536,05;EUR
NW-2026-08-007408;20.08.2026;20.08.2026;Voigt & Kühn GbR;DE84702516418185604856;Sammelueberweisung;820,87;EUR
NW-2026-08-007409;20.08.2026;20.08.2026;GROSS GMBH;DE54982000530263446065;Abschlag;18.896,01;EUR
NW-2026-08-007410;20.08.2026;20.08.2026;Richter Windkraft e.K.;DE14 2945 0162 1004 2376 53;RE-2026-31767 Danke;1.089,69;EUR
NW-2026-08-007411;20.08.2026;20.08.2026;Rehder Druck AG;DE11471262464996439405;Zahlung RE-2026-029185 Rehder;373,49;EUR
NW-2026-08-007412;20.08.2026;20.08.2026;Baumann Elektro AG;DE74307554257058453446;Ihre Rechnung RE-2026-012665;272,42;EUR
NW-2026-08-007413;20.08.2026;20.08.2026;Systemhaus Kiel UG (haftungsbeschränkt);DE30 1809 6774 5203 6556 35;RE 2026/014311 vom 02.07.2026;76,66;EUR
NW-2026-08-007414;20.08.2026;20.08.2026;Scholz OHG;DE25155447378400480448;RE 2026/021465 vom 14.04.2026;222,30;EUR
NW-2026-08-007415;20.08.2026;21.08.2026;Hoffmann Medizintechnik OHG;DE51702372409773599625;Ihre Rechnung RE-2026-033542;4.692,76;EUR
NW-2026-08-007416;20.08.2026;20.08.2026;Kühn Windkraft GmbH;;Ausgleich RE-2026-034071;264,71;EUR
NW-2026-08-007417;20.08.2026;20.08.2026;Huber Logistik GmbH & Co. KG;DE27 8720 2295 3846 0197 93;Zahlung RE 2026 013989;139,00;EUR
NW-2026-08-007418;20.08.2026;21.08.2026;Schumacher Holzbau;DE95774575395691093189;Ihre Rechnung RE-2026-011154;1.582,68;EUR
NW-2026-08-007419;20.08.2026;20.08.2026;Fa. Sommer Handel;DE35683965336776304766;RR-2026-012087 Danke;4.648,65;EUR
NW-2026-08-007420;20.08.2026;21.08.2026;REHDER ELEKTRO E.K.;DE11139926170399734017;Rg RE 2026/030463;121,85;EUR
NW-2026-08-007421;20.08.2026;20.08.2026;Brandt Gartenbau;DE55 8801 4241 5103 4058 66;re-2026-030101 / Skonto geprueft;3.366,32;EUR
NW-2026-08-007422;20.08.2026;21.08.2026;Arnold OHG;DE83102244973584545388;Zahlung RE2026-020692;948,61;EUR
NW-2026-08-007423;20.08.2026;21.08.2026;Möhring Tiefbau KG;DE23 8629 8713 2179 0912 28;Zahlung RE-2026-016225 Möhring;2.674,86;EUR
NW-2026-08-007424;20.08.2026;20.08.2026;MASCHINENBAU STADE KG;DE92 9453 2196 7772 5515 47;Ihre Rechnung RE 2026/019567;2.055,96;EUR
NW-2026-08-007425;20.08.2026;20.08.2026;Keller Spedition GbR;DE97 1625 8517 7201 3147 34;Zahlung;6.782,28;EUR
NW-2026-08-007426;20.08.2026;21.08.2026;Thiessen & Schreiber;DE39632645859412936827;RE/2026/037622 Danke;89,41;EUR
NW-2026-08-007427;20.08.2026;20.08.2026;Fa. Lang Solartechnik;DE38 3863 5575 6383 8958 70;re-2026-022977 / Skonto geprueft;1.142,02;EUR
NW-2026-08-007428;20.08.2026;20.08.2026;Tiefbau Emden;DE36 5625 4397 4640 6192 88;Sammelueberweisung;1.032,90;EUR
NW-2026-08-007429;20.08.2026;20.08.2026;Baumann & Schäfer OHG;DE59 3411 1198 4680 7766 40;Rg RE-2026-026020;1.481,36;EUR
NW-2026-08-007430;20.08.2026;20.08.2026;Uwe Horn;DE47674608697046819964;Privat;11.935,92;EUR
NW-2026-08-007431;20.08.2026;21.08.2026;Fa. Schmitz & Wagner;DE95 8499 1207 5818 4414 77;Rg RE 2026/022511;1.218,20;EUR
NW-2026-08-007432;20.08.2026;20.08.2026;Fa. Simon Dachdeckerei;DE89 8638 4284 5373 6750 77;Ihre Rechnung re-2026-031139;1.402,38;EUR
NW-2026-08-007433;20.08.2026;20.08.2026;Busch Handel KG;DE44 3124 9647 7467 7673 55;RE-2026038910 vom 09.06.2026;4.552,92;EUR
NW-2026-08-007434;20.08.2026;20.08.2026;Fa. Elektro Emden;DE93396823573398465889;RE-2026-104829 Danke;340,28;EUR
NW-2026-08-007435;20.08.2026;20.08.2026;Becker Verlag GmbH;DE78886660437253967324;Rg RE-2026004224;1.087,28;EUR
NW-2026-08-007436;20.08.2026;20.08.2026;Baumann Tiefbau;DE32731283319422440500;KD-03603 RE-2026-034248;8.901,27;EUR
NW-2026-08-007437;20.08.2026;20.08.2026;Schmitt Solartechnik UG (haftungsbeschränkt);DE92 9567 6344 7109 5299 28;Zahlung RE-2026-036918 Schmitt;741,27;EUR
NW-2026-08-007438;20.08.2026;21.08.2026;Claußen OHG;DE81 5151 6414 7288 5380 27;Rg RE 2026 008607;1.388,63;EUR
NW-2026-08-007439;20.08.2026;21.08.2026;Roth GbR;DE55236034704356840290;Rechnung RE-2026-001397;6.230,61;EUR
NW-2026-08-007440;20.08.2026;20.08.2026;Fa. Pfeiffer;DE79 3641 2811 8556 2845 01;Rechnung RE-2026-032068;8.205,27;EUR
NW-2026-08-007441;20.08.2026;20.08.2026;Krause & Simon GmbH;DE12463379387614836507;Monatsrechnung;119,17;EUR
NW-2026-08-007442;20.08.2026;20.08.2026;TEXTIL KIEL UG (HAFTUNGSBESCHRÄNKT);DE43945723577316044563;Ihre Rechnung RE-2026-031800;2.155,67;EUR
NW-2026-08-007443;20.08.2026;20.08.2026;Dachdeckerei Oldenburg;DE43 3819 5687 4227 5291 53;Rechnung RE-2026-011449;13.859,10;EUR
NW-2026-08-007444;20.08.2026;21.08.2026;Schulze UG (haftungsbeschränkt);DE83176975363551409545;RE-2026-031358 / Skonto geprueft;349,77;EUR
NW-2026-08-007445;20.08.2026;21.08.2026;Petersen Bau;DE18620521218562220699;Ihre Rechnung RE-2026-1277;148,79;EUR
NW-2026-08-007446;20.08.2026;20.08.2026;Fa. Lüdtke Windkraft;DE74 8857 6890 6786 9635 94;KD-01889 RE-2026-032110;246,35;EUR
NW-2026-08-007447;20.08.2026;20.08.2026;Franke & Brueggemann UG (haftungsbeschraenkt);DE20928091905958020040;Zahlung RE-2026-21475 Franke;4.823,81;EUR
NW-2026-08-007448;20.08.2026;20.08.2026;WOLF SANITÄR OHG;DE98 7673 3227 8240 4031 05;Rechnung August;393,42;EUR
NW-2026-08-007449;20.08.2026;20.08.2026;Fa. Ziegler Immobilien;DE10840354109466232857;RE-2026-022230 / Skonto geprueft;1.294,47;EUR
NW-2026-08-007450;20.08.2026;20.08.2026;Becker KG;DE73998382753009945989;Ausgleich RE-2026034264;714,90;EUR
NW-2026-08-007451;20.08.2026;20.08.2026;FA. TEXTIL OLDENBURG;DE38655825144669657107;Zahlung RE-2026-034847;180,26;EUR
NW-2026-08-007452;20.08.2026;20.08.2026;Fischer & Schmidt OHG;DE18 4898 0793 9811 8176 05;Rg RE-2026-32823;3.752,74;EUR
NW-2026-08-007453;20.08.2026;20.08.2026;Kraus Catering OHG;DE68512253931548982149;RE 2026 032770;547,69;EUR
NW-2026-08-007454;20.08.2026;20.08.2026;Schifffahrt Kiel UG (haftungsbeschränkt);DE29533836718843901199;KD-01506 RE-2026-006677;1.491,72;EUR
NW-2026-08-007455;20.08.2026;20.08.2026;Immobilien Stade;DE94187443176743704763;Zahlung RE-2026-024627 Immobilien;480,73;EUR
NW-2026-08-007456;20.08.2026;21.08.2026;Hansen & Ludwig e.K.;DE97 5734 4868 3336 3015 60;Zahlung RE 2026 029999 Hansen;509,47;EUR
NW-2026-08-007457;20.08.2026;20.08.2026;ROTH & KELLER AG;DE40152364533723617717;Rechnung RE-2026-027275;2.763,66;EUR
NW-2026-08-007458;20.08.2026;20.08.2026;Lüdtke Metallbau GmbH & Co. KG;DE62543796637502000547;RE-2026-033645 Danke;4.062,62;EUR
NW-2026-08-007459;20.08.2026;21.08.2026;Möbel Hamburg GmbH;;Ihre Rechnung RE/2026/017670;179,71;EUR
NW-2026-08-007460;20.08.2026;20.08.2026;Richter Systemhaus;DE63 2490 4283 1211 2374 99;Sammelueberweisung;353,45;EUR
NW-2026-08-007461;20.08.2026;21.08.2026;Schulz GmbH & Co. KG;DE93 7172 6931 8046 8577 55;Zahlung RE-2026-036173;10.267,82;EUR
NW-2026-08-007462;20.08.2026;20.08.2026;Krause Schifffahrt UG (haftungsbeschrankt);DE92 5874 5074 3828 8779 82;Ausgleich RE-2026-010783;5.872,92;EUR
NW-2026-08-007463;20.08.2026;21.08.2026;Winter & Kaiser KG;DE93865561669638682220;Rechnung RE 2026 003997;4.063,58;EUR
NW-2026-08-007464;20.08.2026;20.08.2026;FA. METALLBAU STADE;DE45 1848 1424 5794 9040 13;Rg RE-2026-18933;3.306,22;EUR
NW-2026-08-007465;20.08.2026;21.08.2026;Lehmann & Brandt e.K.;DE92923402226518254777;Zahlung RE-2026-012050 Lehmann;231,59;EUR
NW-2026-08-007466;20.08.2026;20.08.2026;Peters e.K.;DE59938504698187971422;RE/2026/002269;5.107,70;EUR
NW-2026-08-007467;20.08.2026;20.08.2026;Haas Textil;DE81432081636266007044;Ihre Rechnung re-2026-009809;172,15;EUR
NW-2026-08-007468;20.08.2026;20.08.2026;Lehmann Handel AG;DE83137516038174069191;Ihre Rechnung RE/2026/034687;908,47;EUR
NW-2026-08-007469;20.08.2026;20.08.2026;Krüger Catering KG;DE22 5010 5437 5994 0694 64;Rechnung RE-2026-030645;301,68;EUR
NW-2026-08-007470;20.08.2026;20.08.2026;Koch & Werner UG (haftungsbeschränkt);DE61198821336269103573;Ihre Rechnung R-2026-030063;135,01;EUR
NW-2026-08-007471;20.08.2026;21.08.2026;Hafenservice Emden;DE29390746466819100270;RE-2026-005350 / Skonto geprueft;166,99;EUR
NW-2026-08-007472;20.08.2026;21.08.2026;BAUER UG (HAFTUNGSBESCHRANKT);;Rg RE-2026-019709;156,51;EUR
NW-2026-08-007473;20.08.2026;20.08.2026;Wolf Gebäudereinigung e.K.;DE55403905149675317840;Ihre Rechnung RE 2026 012326;14.412,81;EUR
NW-2026-08-007474;20.08.2026;20.08.2026;Hofmann & Böhm GbR;DE98 4555 5191 4145 6562 74;RE-2026-000495 Danke;312,08;EUR
NW-2026-08-007475;20.08.2026;20.08.2026;Schubert Werbetechnik OHG;DE42 8831 5649 0787 3996 37;RE-2026035126;10.858,76;EUR
NW-2026-08-007476;20.08.2026;20.08.2026;Windkraft Cuxhaven KG;DE14663467322236787588;Abschlag;3.019,29;EUR
NW-2026-08-007477;20.08.2026;20.08.2026;Tiefbau Schwerin e.K.;DE44109404707620639232;Rg RE-2026-034533;284,14;EUR
NW-2026-08-007478;20.08.2026;20.08.2026;Huber & Becker UG (haftungsbeschraenkt);DE89 8683 5605 0320 9485 75;Zahlung RE-2026-023642 Huber;438,88;EUR
NW-2026-08-007479;20.08.2026;21.08.2026;WEBER OHG;DE40 9221 9733 8946 5649 98;Ausgleich RE-2026-001931;2.445,79;EUR
NW-2026-08-007480;20.08.2026;20.08.2026;Schifffahrt Lueneburg OHG;;RE-2026-000379 / Skonto geprueft;237,09;EUR
NW-2026-08-007481;20.08.2026;20.08.2026;Claussen UG (haftungsbeschraenkt);DE34845681155365791216;RE-2026-021719 Danke;261,26;EUR
NW-2026-08-007482;20.08.2026;20.08.2026;Dietrich Kaltetechnik;DE22816683657960025365;RR-2026-026180 Danke;51,86;EUR
NW-2026-08-007483;20.08.2026;20.08.2026;WINTER & PETERS KG;DE85333996991490711770;RE-2026-001844;10.079,13;EUR
NW-2026-08-007484;20.08.2026;20.08.2026;Tiefbau Schwerin KG;DE13 5308 8150 5217 2349 08;Ihre Rechnung RE 2026 036805;1.491,33;EUR
NW-2026-08-007485;20.08.2026;20.08.2026;Fleischerei Stade;DE39549286212434324201;Ausgleich RE-2026-025291;3.180,97;EUR
NW-2026-08-007486;20.08.2026;21.08.2026;Koch & Kühn UG (haftungsbeschränkt);DE43344516367438705941;KD-03261 RE-2026-29664;1.395,29;EUR
NW-2026-08-007487;20.08.2026;20.08.2026;Nordwind Handel Nord;DE38 5158 7632 7494 2459 93;Rechnung August;2.508,47;EUR
NW-2026-08-007488;20.08.2026;20.08.2026;Fa. Bergmann Holzbau;DE12418244981310535011;RE-2026-001469 Danke;7.047,82;EUR
NW-2026-08-007489;20.08.2026;20.08.2026;Winter OHG;DE31 7964 7036 0485 7002 61;Rechnung RE-2026-4199;3.280,54;EUR
NW-2026-08-007490;20.08.2026;20.08.2026;Kühn e.K.;DE55 9526 0220 3555 6422 68;Ausgleich offene Posten;16.725,38;EUR
NW-2026-08-007491;20.08.2026;20.08.2026;Schmidt GmbH & Co. KG;DE53 8508 8630 9072 5195 37;Zahlung RE-2026-015851 Schmidt;205,81;EUR
NW-2026-08-007492;20.08.2026;21.08.2026;Schmidt Solartechnik AG;DE21279217414345088745;RE-2026-151;11.711,99;EUR
NW-2026-08-007493;20.08.2026;20.08.2026;SCHOLZ;DE40221321131149604797;Zahlung RE-2026-021468 Scholz;222,30;EUR
NW-2026-08-007494;20.08.2026;20.08.2026;Fa. Thomas & Lang;DE74 7831 8301 5965 8344 45;Ausgleich RE-2026-021633;389,73;EUR
NW-2026-08-007495;20.08.2026;20.08.2026;Fa. Krause Systemhaus;DE90 1382 4669 9356 5402 97;Rechnung RE/2026/030970;1.455,44;EUR
NW-2026-08-007496;20.08.2026;21.08.2026;Fa. Voigt & Kühn;DE50 8679 7147 2758 2602 44;RE-2026-025426 / Skonto geprueft;22.052,62;EUR
NW-2026-08-007497;20.08.2026;20.08.2026;Berger Spedition AG;DE98 5650 0890 3377 5025 40;Rechnung RE-2026-016702;833,38;EUR
NW-2026-08-007498;20.08.2026;20.08.2026;Kruger & Thomas;DE92 7792 9956 3897 2978 31;Sammelueberweisung;71,63;EUR
NW-2026-08-007499;20.08.2026;21.08.2026;Guenther Kaeltetechnik OHG;DE35 7615 9599 8662 6374 03;RE/2026/017068 Danke;12.785,00;EUR
NW-2026-08-007500;20.08.2026;20.08.2026;SCHMIDT DRUCK GMBH;DE96947330957267500288;RE-2026-035671;1.768,66;EUR
NW-2026-08-007501;20.08.2026;21.08.2026;König Windkraft OHG;DE57940210855777526499;KD-02404 RE 2026 018523;15.467,02;EUR
NW-2026-08-007502;20.08.2026;20.08.2026;Baeckerei Flensburg OHG;DE25739909908352100044;Rechnung RE-2026-016896;156,25;EUR
NW-2026-08-007503;20.08.2026;20.08.2026;Günther Bau UG (haftungsbeschränkt);DE39259792787118166682;Zahlung RE 2026 031346 Günther;3.273,60;EUR
NW-2026-08-007504;20.08.2026;20.08.2026;Jansen AG;DE59227473775106405414;KD-03960 RR-2026-039008;378,88;EUR
NW-2026-08-007505;20.08.2026;20.08.2026;Hansen Dachdeckerei e.K.;DE55387877180576203281;Abschlag;531,89;EUR
NW-2026-08-007506;20.08.2026;20.08.2026;Maren Günther;DE50112318123974358364;Ausgleich;171,02;EUR
NW-2026-08-007507;20.08.2026;21.08.2026;Fa. Vogt & Lehmann;DE10 9910 9562 3399 7452 42;Ausgleich RE-2026-017488;4.268,18;EUR
NW-2026-08-007508;20.08.2026;20.08.2026;Fleischerei Rostock;DE93 9153 1860 5842 1930 05;KD-02290 RE-2026-017132;209,96;EUR
NW-2026-08-007509;20.08.2026;20.08.2026;Scholz Systemhaus GmbH;DE90254357326342756186;RE-2026-005462 vom 13.09.2026;95,02;EUR
NW-2026-08-007510;20.08.2026;20.08.2026;KÖNIG & CLAUSSEN GMBH & CO. KG;DE20222136050063226106;KD-01350 RE/2026/004629;22.616,82;EUR
NW-2026-08-007511;20.08.2026;20.08.2026;König Maschinenbau AG;DE78879300535403615805;Ausgleich offene Posten;21.420,27;EUR
NW-2026-08-007512;20.08.2026;20.08.2026;Petersen GmbH;DE15169074514685551849;RE-2026-027712;769,58;EUR
NW-2026-08-007513;20.08.2026;20.08.2026;Weber Fleischerei;DE28732761073959111264;KD-02233 re-2026-016380;1.260,54;EUR
NW-2026-08-007514;20.08.2026;20.08.2026;Fa. Schmitt & Krause;DE46709434234304213290;RE-2026-037533 / Skonto geprueft;1.169,40;EUR
NW-2026-08-007515;20.08.2026;20.08.2026;Fahrzeugtechnik Hamburg e.K.;DE36619418233780432490;RE-2026-023501 Danke;2.322,38;EUR
NW-2026-08-007516;20.08.2026;20.08.2026;KRAUS GMBH & CO. KG;DE71315511192101385652;Zahlung RE-2026-037598;132,66;EUR
NW-2026-08-007517;20.08.2026;20.08.2026;Fa. Systemhaus Neumünster;DE96 3040 7803 2376 3628 93;Rg RE-2026-020491;115,57;EUR
NW-2026-08-007518;20.08.2026;20.08.2026;Fa. Petersen Fahrzeugtechnik;DE35348909223684103512;Ausgleich offene Posten;863,02;EUR
NW-2026-08-007519;20.08.2026;20.08.2026;Böhm Windkraft;DE87 6270 7053 6134 5126 02;Ueberweisung;236,22;EUR
NW-2026-08-007520;20.08.2026;20.08.2026;Mayer Windkraft UG (haftungsbeschränkt);DE35776536721085897506;Zahlung RE-2026-20553;92,79;EUR
NW-2026-08-007521;20.08.2026;21.08.2026;Kuhn & Thomas;DE92820800142372610242;Rechnung RE-2026-035110;605,78;EUR
NW-2026-08-007522;20.08.2026;21.08.2026;Klein Backerei;DE30 8906 2332 6066 3600 75;Rechnung RE-2026-023907;86,49;EUR
NW-2026-08-007523;20.08.2026;21.08.2026;MAIER TEXTIL UG (HAFTUNGSBESCHRANKT);DE27388152611356780473;KD-01273 re-2026-003545;2.934,56;EUR
NW-2026-08-007524;20.08.2026;20.08.2026;Fa. Huber & Maier;DE14 1322 1929 5973 6452 32;Rechnung re-2026-022988;1.171,38;EUR
NW-2026-08-007525;20.08.2026;20.08.2026;Fa. Winter;DE84438057812196579572;Rechnung RE-2026-009856;334,10;EUR
NW-2026-08-007526;20.08.2026;20.08.2026;Textil Flensburg;DE81 5338 9571 6079 6995 68;Zahlung;483,48;EUR
NW-2026-08-007527;20.08.2026;20.08.2026;BÖHM & VOGT GMBH;DE22667107282576292875;Zahlung RE-2026-013445;160,13;EUR
NW-2026-08-007528;20.08.2026;20.08.2026;Hans Claußen;DE87952131629839224108;Gutschrift;136,46;EUR
NW-2026-08-007529;20.08.2026;20.08.2026;Scholz Textil Aktiengesellschaft;DE19 1210 8452 5012 8869 28;RE/2026/031720 / Skonto geprueft;367,81;EUR
NW-2026-08-007530;20.08.2026;20.08.2026;Maschinenbau Emden KG;DE55 4662 3765 3707 2140 51;KD-03606 re-2026-034296;979,48;EUR
NW-2026-08-007531;20.08.2026;20.08.2026;Schulze & Sommer;DE21112412511251801302;Zahlung;6.315,53;EUR
NW-2026-08-007532;20.08.2026;20.08.2026;Fa. Tiefbau Oldenburg;DE92 1293 8656 0262 4365 47;Ihre Rechnung RE-2026-033432;169,37;EUR
NW-2026-08-007533;20.08.2026;20.08.2026;Lange Möbel e.K.;DE99493866054021375344;RE-2026-029466;189,21;EUR
NW-2026-08-007534;20.08.2026;20.08.2026;Torben Krämer;DE86640673479614336150;Ausgleich;103,45;EUR
NW-2026-08-007535;20.08.2026;21.08.2026;Fa. Lang Maschinenbau;DE82 2813 2152 7799 3209 74;RE-2026-027927 Danke;84,87;EUR
NW-2026-08-007536;20.08.2026;21.08.2026;Bergmann Gartenbau e.K.;DE83753769576472292863;Zahlung re-2026-015900 Bergmann;180,98;EUR
NW-2026-08-007537;20.08.2026;20.08.2026;Nordwind Handel Nord;;Zahlung;1.352,94;EUR
NW-2026-08-007538;20.08.2026;21.08.2026;Systemhaus Kiel;;re-2026-010492 Danke;260,13;EUR
NW-2026-08-007539;20.08.2026;20.08.2026;Rehder & Thomas;DE51 9169 4734 5439 0361 74;RE-2026-005794 / Skonto geprueft;4.641,73;EUR
NW-2026-08-007540;20.08.2026;20.08.2026;KLEIN IMMOBILIEN UG (HAFTUNGSBESCHRÄNKT);;Rechnungen Juli/August;9.751,98;EUR
NW-2026-08-007541;20.08.2026;21.08.2026;HEINRICH WERBETECHNIK;;Rechnung RE-2026-002645;1.201,35;EUR
NW-2026-08-007542;20.08.2026;21.08.2026;Koch Fahrzeugtechnik OHG;DE32 2025 2287 6959 3391 87;Zahlung RE-2026-007170 Koch;64,06;EUR
NW-2026-08-007543;20.08.2026;20.08.2026;Fa. Lorenz Schifffahrt;DE22 7948 7332 1002 3353 37;KD-01768 RE-2026-210324;12.043,86;EUR
NW-2026-08-007544;20.08.2026;20.08.2026;Meyer & Herrmann;DE94352279658576027042;Ueberweisung;3.415,67;EUR
